Review,date,Location,CompoundScore,Sentiment
wyndham garden san jose airport offer realli good rate compar hotel area date want stay differ room trip area probabl improv opinion hotel could tell older properti probabl bought wyndham fix bit lobbi didnt give greatest first impress furnitur accent color decor fine didnt love low ceil cover mirror walk pool area courtyardfac room pool area spotless garden look nice first room next housekeep offic nois traffic interior room nice updat like sink bed decor paint seem poorli done perhap room coat wall paint clearli need anoth sever hide scuff mark stain bed comfort second room also courtyard face wall paint room look much better actual made whole room whole look better inroom wolfgang puck coffe horribl realli appreci shuttl servic fast driver courteou although reserv inform ask call ahead schedul shuttl told call back soon bag readi pickup,2018-10-27,"Austin, TX",0.9401,1
hôtel trè bien situé à mn de time squar prè de transport literi confort et propreté de la chambr manqu peutêtr un coup de lift super séjour,2018-10-27,NEW YORKER,0.5994,1
prima gelegen centraal ny time squar en empir state build op makkelijk loopafstand moma iet verder vlak bij penn station wel vonden de wifi faciliteit gebrekkig wel grati maar moest dagelijk opnieuw worden aangevraagd en de deursleutel gingen telken stuk,2018-10-27,Harderwijk,0.0,0
great locat tini room old decor valet park bit issu go beyond hour youll need pay anoth full day make sure bring receipt garag dont let pay,2018-10-27,sagamore beach ma,0.6808,1
bathroom towel old bedsheet kinda old park crowd,2018-10-27,Silicon Valley San Jose,0.0,0
good custom servic good friendli room spaciou rain shower strong gener hotel clean well kept bad clean servic inconst would sometim clean better time bed would made differ way small stain bottom blackout blind guess dri blood shower glass also leak water look like water damag corner bathroom lastli recommend use keurig coffe maker clearli previou guest use hotel tap water make coffe tast furthermor im pretti sure got stomach bug drink,2018-10-27,Vancouver,0.9578,1
wyndham grand orlando resort forc us attend aw hour session treat prison kept room agre purchas time share cours never sale repres rude beyond belief two hour session horrif never ever set foot hotel resort,2018-10-26,Maryland,0.7253,1
beauti hotel except friendli help staff room nice clean ground absolut beauti well kept rick kevin porter went way help alway greet smile head outlet mall rick check found coupon save passport gave inde save money definit stay hotel next time orlando,2018-10-26,Canada,0.969,1
properti old howev updat clean staff courteou friendli help dont judg restaur visual noth fanci delici food,2018-10-26,"Tampa, FL",0.6597,1
properti well locat make walk mani major attract possibl new yorker sign act like beacon room small though clean comfort peopl front desk friendli effici bathroom door didnt quit close way sinc one night wasnt big problem,2018-10-26,"Calgary, Alberta",0.911,1
great locat minut madison squar garden empir state build time squar etc train subway station close hotel need refurb staff friendli help enough dont know compar hotel area pricewis assum nofril end tea coffe room shower power bed ok,2018-10-26,"Portsmouth, UK",0.8402,1
fine room small staff excel though,2018-10-26,Omaha,0.5859,1
great locat new york hotel room small date extra hotel add bump price holiday never pay luggag room staff quit rude friendli,2018-10-26,England,0.6244,1
staff pleasant room sadli inadequ carpet wallpap door old spider web wall mold roll portion window shade bathroom fan refriger air unit noisi point woke us thermostat air unit knob spun room temperatur hard regul light hallway came around door thu show good seal door,2018-10-26,"Nashville, TN",0.7964,1
thought facil close airport even tri make sure shuttl airport turn middl nowher take taxi hotel noth around liter stay room hour,2018-10-26,Mexico,0.3182,1
hotel nice room modern clean small four there littl space store luggag staff nice,2018-10-26,Guatemala,0.8074,1
chang two room first room washroom light work second room floor wet actual water puddl,2018-10-26,Toronto,0.0,0
love hotel perfect locat disneyland bed best ever thank,2018-10-26,queensland Australia,0.9393,1
everytim boyfriend travel alway book wyndham hotel staff alway friendli welcom room comfort clean definit love hot tub must use time unwind busi day definit recommend back thank wyndham never let us,2018-10-26,Florida,0.9246,1
nice hotel close airport far dine place recreat area,2018-10-26,san lorenzo,0.4215,1
cool histor hotel definit show age howev much afford hotel area im sorri never made escal read histori hotel enjoy butcher banker nice night diner tic toc cafe downstair,2018-10-25,California,0.8074,1
locat ideal post event msg room nice note left chair said wss dirti didnt interfer stay addit room,2018-10-25,"New Rochelle, NY.",0.7351,1
front lobbi clean current standard room could use updat bathroom run down need work overal good valu locat,2018-10-24,"Orange County, CA",0.6808,1
go hotel met fijn kamer op een prima plek chinatown groot bed wat voor mij wat te hard maar dat persoonlijk mijn man vond het prima,2018-10-24,Dicht bij Amsterdam,-0.1027,0
hotel staff friendli help staff tick tock trattoria bianca fantast food would definit stay,2018-10-24,Denver,0.4019,1
great locat help friendli staff room hallway could use updat,2018-10-24,Boise,0.7783,1
roach room never stay pick place conveni need fumig,2018-10-24,San Jose Silicon Valley,0.0,0
hotel ok room look worn like bed full cover staff front desk wasnt help,2018-10-24,"Olympia, WA",0.0624,0
pleasant accommod first time queen seem reason well situat,2018-10-24,Melbourne Australia,0.6597,1
great valu price paid hotel facil new cant complain great deal price need could come back,2018-10-23,New Jersey,0.8836,1
hotel old run sheet werent clean,2018-10-23,Valencia ca,-0.3089,0
excel locat room clean date hotel standard room tini two peopl walk past front bed time space limit class singl big enough doubl classif,2018-10-23,UK,0.6908,1
histor hotel could call outdat clean,2018-10-23,Ce,0.4019,1
unpleas experi room look like hasnt renov decad worst cheapest hotel chain,2018-10-23,Orlando,0.6998,1
day stay hotel room clean day even though remind hotel manag janet went day excus room clean nd time day disappoint ask tower exhaust day activ worst next room noisi whole night chat loudli never end next morn,2018-10-23,Houston,-0.5574,0
nice clean room staff friendli would stay thank,2018-10-23,"Fresno, CA",0.7906,1
like locat servic breakfastfre park good ok night two servic nice front desk,2018-10-23,Los Angeles CA,0.8555,1
great locat late room servic didnt show till pm fire alarm went twice didnt get notifi test real fire till call front desk,2018-10-23,Florida,-0.2732,0
nice hotel close epcot would definit stay,2018-10-22,Tampa,0.4215,1
housekeep rude thorough divid door adjoin room provid sound barrier could hear everyth room next,2018-10-22,FL,-0.5423,0
enjoy night stay would recommend other,2018-10-22,California,0.6908,1
great servic excel bar food great efran bartend fantast room nicer expect bed comfort impress,2018-10-22,Sacramento,0.9612,1
bench lhotel sia datato e semplic la camera e confortevol per tre person un po piccola con tutti servizi la posizion dellhotel e verament strategica e pieno centro di manhattan con tutti mezzi di trasporto vicinissimi da consigliar,2018-10-22,Genova,-0.5574,0
perfect hotel attend event madison squar garden,2018-10-22,"Brewster, NY",0.5719,1
rundown hotel middl nowher couldnt stay without car room clean found old mm ottoman bedskirt bed platform hair bathroom floor etc hair dryer smell like someth burn insid breakfast option except adjac restaur dread slow front desk though friendli final get furnitur old beaten odd smell room hallway toilet didnt flush properli thin wall noisi poor wifi wont stay disappoint,2018-10-22,"Lancaster County, PA",-0.8271,0
front desk clerk rude told walk stair want also sarcast extrem rude,2018-10-22,New York,-0.6908,0
great walk distanc disney park nice close walgreen cv starbuck pool laundri facil coin machin great standard minibar fridg littl freezer top came handi keurig machin room staff awesom delux room sofa pull doubl bed great yr old son,2018-10-22,Calgary,0.9509,1
excel coffe bar lobbi nice abl wake quickli grab someth head,2018-10-22,"Vancouver, BC",0.7003,1
hotel ok staff nice didnt best experi ok,2018-10-22,"LA, California",0.4276,1
lækkert hotel midt new york lige ved siden af madison squar garden,2018-10-21,"Tønder, DK",0.0,0
price right hotel near highway bit industri area lobbi staff great felt room tire look need refurbish quiet room well appoint toiletri coffe maker microwav fridg,2018-10-21,"Crystal Beach, Ontario",0.7351,1
fantast properti locat staff facil clean issu room readi us upon checkin order compens staff upgrad one room famili suit room readi coupl hour later,2018-10-21,Pennsylvania,0.4019,1
got back djing local venu absolut nowher park talk man front desk explain nowher park found spot driveway would pay leav key park got disrespect tri tell couldnt stay park car need get despit fact leav key nice ladi desk morn apologet behavior unreal disrespect job,2018-10-21,"Kingston, NY",-0.4939,0
pleasant clean hotel nice breakfast room cooper staff one drawback absenc safe room room there safe hotel nevertheless would return hotel,2018-10-21,Israel,0.9274,1
zimmer sehr sauber die größe möchte ich mal mit japan style beschreibensehr klein wenig bewegungsmöglichkeit zum schlafen reicht es aber hotel team sehr freundlich ich vermut da überträgt von den vielen asiatischen gästen,2018-10-21,Norddeutschland,-0.5994,0
one best hotel stay staff friendli welcom hotel within minut walk distanc disneyland wifi excel hotel room modern clean,2018-10-21,"Cambridge, England",0.872,1
nice hotel everyth need short stay although room smaller thought everyth im bother need clean tidi place sleep hour everyth tick everyth list,2018-10-20,New York,0.4767,1
check mess wait line minut told comput would assign room hand guest front curt front desk person told would call room avail check bag went dinner one call ye room avail arriv back hotel check bag person seen guy wait front final got mad walk back grab bag self busi trip end stay hotel day overal found bellhop friendli though sometim miss action front desk staff annoy room clean hotel run,2018-10-20,Los Angeles,-0.5106,0
